Compound	IUPAC	Alternative_names	CAS_ID	KEGG_ID	HMDB	PubChem	ChEBI_ID	FooDB	LipidMaps	Molecular_formula	Molecular_weight	Source_databases	AFC_ID	canonical_SMILES
crotonoyl-CoA		crotonyl-CoA	992-67-6	C00877	HMDB0002009	5497143	15473	FDB022792	LMFA07050307			CuCyc	AFC001077	CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
ethylnitronate				C18091	no entry found	5748355	55327	no entry found	no entry found			CuCyc	AFC001078	C[CH-][N+](=O)[O-]
Kdo2-lipid A				C06026	no entry found	5771770	27963	no entry found	LMSL02000001	C110H202N2O39P2	2238.7	CuCyc	AFC001079	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)(O)O)COC2(CC(C(C(O2)C(CO)O)O)OC3(CC(C(C(O3)C(CO)O)O)O)C(=O)O)C(=O)O)OCC4C(C(C(C(O4)OP(=O)(O)O)NC(=O)CC(CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
elaterinide		"cucurbitacin E 2-O-beta-D-glucopyranoside;cucurbitacin E-2-O-glucoside;colocynthin;cueg;coloside A"	1398-78-3	no entry found	HMDB0035893	5901827	no entry found	FDB014678	no entry found			"phytochem.nal.usda;Martin and Blackburn 2003;Ripperger 1975"	AFC001080	CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3C=C(C(=O)C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)C)O)O
ajugol			52949-83-4	no entry found	no entry found	6325127	no entry found	no entry found	no entry found			"Abu-Reidah et al 2013;PMID_32538082"	AFC001081	CC1(CC(C2C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
selenium			7782-49-2	C01529	HMDB0001349	6326970	27568	FDB013400	no entry found			FoodData_Central	AFC001082	[Se]
selenocysteine			10236-58-5	C05688	HMDB0003288	6326983	16633	FDB002262	no entry found			CuCyc	AFC001083	C(C(C(=O)O)N)[Se]
(+)-secoisolariciresinol			145265-02-7	C20456	no entry found	6336781	67247	FDB001441	no entry found			CuCyc	AFC001084	COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O
(4E)-5,9-dimethyldeca-4,8-dien-2-one		geranylacetol	7733-91-7	no entry found	no entry found	6381418	no entry found	no entry found	no entry found			PMID_31743449	AFC001085	CC(=CCCC(=CCC(=O)C)C)C
betaine aldehyde hydrate				C07345	no entry found	6395359	15870	FDB030693	no entry found			CuCyc	AFC001086	C[N+](C)(C)CC(O)O
S-methyl-5-thio-D-ribose				C03089	HMDB0001087	6419710	16895	FDB022418	no entry found			CuCyc	AFC001087	CSCC(C(C(C=O)O)O)O
(Z)-2-octenal			20664-46-4	no entry found	HMDB0030961	6427080	no entry found	FDB029664	no entry found			PMID_31743449	AFC001088	CCCCCC=CC=O
(E,Z)-2,4-decadienal		deca-trans-2-cis-4-dien-1-al	25152-83-4	no entry found	HMDB0036598	6427087	no entry found	FDB015512	LMFA06000146			phytochem.nal.usda	AFC001089	CCCCCC=CC=CC=O
(Z)-2-hexenal			16635-54-4	no entry found	HMDB0040264	6428782	18554	FDB019981	no entry found			PMID_31743449	AFC001090	CCCC=CC=O
(Z)-3-octen-2-one			51193-77-2	no entry found	no entry found	6429262	89712	FDB029663	no entry found			PMID_31743449	AFC001091	CCCCC=CC(=O)C
(E,Z)-2,4-nonadienal			21661-99-4	no entry found	no entry found	6429282	no entry found	FDB029702	no entry found			PMID_31743449	AFC001092	CCCCC=CC=CC=O
(Z)-3-nonenal		non-cis-3-en-1-l	31823-43-5	no entry found	no entry found	6431042	no entry found	FDB029674	LMFA06000113			"phytochem.nal.usda;PMID_31263475"	AFC001093	CCCCCC=CCC=O
(3Z,6Z)-3,6-nonadien-1-ol		"(Z,Z)-3,6-nonadien-1-ol;nona-cis-3-cis-6-dien-1-ol"	53046-97-2	no entry found	HMDB0030957	6434541	no entry found	FDB002936	LMFA05000136			"phytochem.nal.usda;PMID_17002453;PMID_31743449;Guler et al. 2014;Yajima et al 1985"	AFC001094	CCC=CCC=CCCO
phytofluene		all-trans phytofluene	540-05-6	C05414	HMDB0002272	6436722	28129	FDB022937	LMPR01070299			"CuCyc;phytochem.nal.usda;PMID_31263475;COCONUT"	AFC001095	CC(=CCCC(=CCCC(=CCCC(=CC=CC=C(C)C=CC=C(C)CCC=C(C)CCC=C(C)C)C)C)C)C
4-coumaroyl-CoA		p-coumaroyl CoA	119785-99-8	C00223	HMDB0060153	6440013	15499	FDB001608	LMFA07050265			"CuCyc;PMID_31263475"	AFC001096	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC=C(C=C4)O)O
9,9'-di-cis-zeta-carotene		9,9′-di-(Z)-zeta-carotene	72746-33-9	C15857	HMDB0003063	6440490	48716	FDB018595	LMPR01070295			"CuCyc;PMID_31263475"	AFC001097	CC(=CCCC(=CCCC(=CC=CC(=CC=CC=C(C)C=CC=C(C)CCC=C(C)CCC=C(C)C)C)C)C)C
picroside I		vanilloyl catalpol (picroside) 1	27409-30-9	no entry found	no entry found	6440892	no entry found	no entry found	no entry found			"Abu-Reidah et al 2013;PMID_32538082"	AFC001098	C1=CC=C(C=C1)C=CC(=O)OCC2C(C(C(C(O2)OC3C4C(C=CO3)C(C5C4(O5)CO)O)O)O)O
zeatin riboside		trans-zeatin riboside	6025-53-2	C16431	no entry found	6440982	71693	FDB031214	no entry found			CuCyc	AFC001099	CC(=CCNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O)CO
ferulic acid 4-O-glucuronide		ferulic acid glucuronide	86321-24-6	no entry found	HMDB0041733	6443140	141767	FDB029899	no entry found			PMID_32538082	AFC001100	COC1=C(C=CC(=C1)C=CC(=O)O)OC2C(C(C(C(O2)C(=O)O)O)O)O
biliverdin-IX-alpha			57158-62-0	C00500	HMDB0001008	6443316	16990	FDB030697	no entry found			CuCyc	AFC001101	CC1=C(C(=CC2=C(C(=C(N2)C=C3C(=C(C(=N3)[O-])C)C=C)C)CCC(=O)OC)N=C1C=C4C(=C(C(=N4)[O-])C=C)C)CCC(=O)OC
6'-O-feruloylsucrose		O-feruloylsucrose 1	118230-77-6	no entry found	no entry found	6443651	no entry found	no entry found	no entry found			PMID_32538082	AFC001102	COC1=C(C=CC(=C1)C=CC(=O)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O
nonaprenyl-4-hydroxybenzoate			38332-13-7	C03885	no entry found	6443777	84501	FDB031060	no entry found			CuCyc	AFC001103	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C=CC(=C1)C(=O)O)O)C)C)C)C)C)C)C)C)C
deoxyhumulone		diprenylphlorisovalerophenone	4374-93-0	no entry found	HMDB0036624	6450808	134345	FDB015541	no entry found			CuCyc	AFC001104	CC(C)CC(=O)C1=C(C(=C(C(=C1O)CC=C(C)C)O)CC=C(C)C)O
4alpha-methyl-cholesta-8-enol			5241-22-5	C05110	HMDB0062394	6452640	87051	no entry found	LMST01010197			CuCyc	AFC001105	CC1C2CCC3=C(C2(CCC1O)C)CCC4(C3CCC4C(C)CCCC(C)C)C
allolactose		6-O-beta-D-galactopyranosyl-D-glucopyranose	645-03-4	no entry found	HMDB0038489	6454902	36229	FDB018317	no entry found			CuCyc	AFC001106	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O
pinocembrin chalcone		2',4',6'-trihydroxychalcone		C16404	no entry found	6474295	80484	FDB031121	LMPK12120243			CuCyc	AFC001107	C1=CC=C(C=C1)C=CC(=O)C2=C(C=C(C=C2O)O)O
6-phospho-2-dehydro-D-gluconate				C01218	no entry found	6602434	2229	no entry found	no entry found			CuCyc	AFC001108	C(C(C(C(C(=O)C(=O)O)O)O)O)OP(=O)(O)O
stigmasterol glucoside		stigmast-7-en-3beta-ol-beta-D-glucopyranoside	19716-26-8	no entry found	HMDB0034419	"6602508; 70699355"	68383	FDB012816	LMST01040204			phytochem.nal.usda	AFC001109	CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C
UDP-4-dehydro-6-deoxy-D-glucose				C04089	HMDB0012300	6857351	16553	FDB028923	no entry found			CuCyc	AFC001110	CC1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O
L-galactono-1,4-lactone			1668-08-2	C01115	no entry found	6857365	17464	no entry found	no entry found			"CuCyc;PMID_31263475"	AFC001111	C(C(C1C(C(C(=O)O1)O)O)O)O
2-keto-3-methyl-valerate		"(S)-3-methyl-2-oxovalerate;(S)-3-methyl-2-oxopentanoate;2-keto-isoleucine;alpha-keto-methylvalerate"		C00671	HMDB0000491	6857401	35146	FDB030164	LMFA01020275			CuCyc	AFC001112	CCC(C)C(=O)C(=O)[O-]
(2R,3S)-3-isopropylmalate				C04411	HMDB0012156	6857402	35121	FDB030113	no entry found			CuCyc	AFC001113	CC(C)C(C(C(=O)[O-])O)C(=O)[O-]
UDP-D-galactose			2956-16-3	C00052	HMDB0000302	6857410	18307	FDB021811	no entry found			CuCyc	AFC001114	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O
beta-tocopherol			148-03-8	C14152	HMDB0006335	6857447	47771	FDB012381	LMPR02020055			CuCyc	AFC001115	CC1=CC(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)O
beta-elemene			515-13-9	C17094	HMDB0061848	6918391	62855	FDB014578	no entry found			CuCyc	AFC001116	CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C
porphobilinogen			487-90-1	C00931	HMDB0000245	1021	17381	FDB021916	no entry found			CuCyc	AFC001117	C1=C(C(=C(N1)C[NH3+])CC(=O)[O-])CCC(=O)[O-]
pinostrobin		5-hydroxy-7-methoxyflavanone	480-37-5	C16419	no entry found	4101463	80491	FDB031122	LMPK12140216			CuCyc	AFC001118	COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=CC=C3)O
beta-L-galactopyranose		"beta-L-galactose;L-galactose"	42789-83-3	no entry found	no entry found	6971007	37620	no entry found	no entry found			"CuCyc;PMID_31263475"	AFC001119	C(C1C(C(C(C(O1)O)O)O)O)O
acetoacetate			141-81-1	C00164	HMDB0000060	6971017	13705	FDB030645	no entry found			CuCyc	AFC001120	CC(=O)CC(=O)[O-]
2-methylbutanal			1730-97-8	C02223	HMDB0031525	6971249	88414	FDB008127	no entry found			PMID_31743449	AFC001121	CCC(C)C=O
3-S-methylmercaptopropionate		3-(methylthio)propionate	646-01-5	C08276	HMDB0001527	"563;6992044"	49016	FDB022672	LMFA01130006			CuCyc	AFC001122	CSCCC(=O)[O-]
acetylornithine		N-acetyl-L-ornithine	09/08/6205	C00437	HMDB0003357	6992102	57805	FDB023152	no entry found			CuCyc	AFC001123	CC(=O)NC(CCC[NH3+])C(=O)[O-]
alpha-D-altropyranose		alpha-D-altrose	7282-80-6	no entry found	no entry found	7098663	155672	no entry found	no entry found			CuCyc	AFC001124	C(C1C(C(C(C(O1)O)O)O)O)O
(+)-7-iso-jasmonate				C16317	no entry found	7251182	136179	FDB030070	no entry found			CuCyc	AFC001125	CCC=CCC1C(CCC1=O)CC(=O)[O-]
(E)-2-benzylidenesuccinyl-CoA				C09818	HMDB0012223	9543003	27639	FDB028867	no entry found			CuCyc	AFC001126	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(=CC4=CC=CC=C4)CC(=O)O)O
(S)-3-hydroxybutanoyl-CoA				C01144	no entry found	9543037	15453	FDB030161	LMFA07050153			CuCyc	AFC001127	CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O
benzoyl-CoA			6756-74-7	C00512	HMDB0002252	9543169	15515	FDB022929	no entry found			CuCyc	AFC001128	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4)O
3-oxo-3-phenylpropionyl-CoA		benzoylacetyl-CoA		C07118	no entry found	9543204	27388	no entry found	no entry found			CuCyc	AFC001129	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)C4=CC=CC=C4)O
(2Z)-2-(5-oxofuran-2-ylidene)acetate	(2Z)-2-(5-oxofuran-2-ylidene)acetate	cis-dienelactone	73237-79-3	C04431	HMDB0060459	9543216	18371	no entry found	no entry found	C6H3O4-	139.09	CuCyc	AFC001130	C1=CC(=O)OC1=CC(=O)[O-]
4-oxobutanoate		succinate semialdehyde	692-29-5	C00232	HMDB0001259	9543238	57706	FDB022516	no entry found			CuCyc	AFC001131	C(CC(=O)[O-])C=O
4-carboxylatomethylenebut-2-en-4-olide		trans-dienelactone		no entry found	HMDB0060518	9543248	57263	no entry found	no entry found			CuCyc	AFC001132	C1=CC(=O)OC1=CC(=O)[O-]
3-hydroxyadipyl-CoA				C14145	HMDB0012475	9543337	71038	FDB030430	LMFA07050211			CuCyc	AFC001133	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(CCC(=O)O)O)O
(9Z,11E,14Z)-(13S)-hydroperoxyoctadeca-(9,11,14)-trienoate		"13S-hydroperoxy-9Z,11E,14Z-octadecatrienoic acid;13S-HpOTrE"		C04785	no entry found	5280730	136803	FDB030137	LMFA02000114			CuCyc	AFC001134	CCCC=CC(C=CC=CCCCCCCCC(=O)[O-])OO
24-ethylidenelophenol		"alpha1-sitosterol;citrostadienol"	474-40-8	C11523	HMDB0033495	9548595	33203	FDB001304	LMST01040144			CuCyc	AFC001135	CC=C(CCC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4C)O)C)C)C(C)C
N-(5-phosphonato-beta-D-ribosyl)anthranilate		N-(5'-phosphoribosyl)-anthranilate		C04302	no entry found	9548600	18277	no entry found	no entry found			CuCyc	AFC001136	C1=CC=C(C(=C1)C(=O)[O-])NC2C(C(C(O2)COP(=O)([O-])[O-])O)O
(R)-mandelonitrile			10020-96-9	C00561	HMDB0060486	9548674	18450	no entry found	no entry found			CuCyc	AFC001137	C1=CC=C(C=C1)C(C#N)O
12-oxo-(Z)-9-dodecenoic acid				C16311	no entry found	9548789	19143	no entry found	LMFA01060167			PMID_11171228	AFC001138	C(CCCC=CCC=O)CCCC(=O)O
5-phosphoribosyl-N-formylglycineamidine			37721-04-3	no entry found	no entry found	9552078	147287	no entry found	no entry found			CuCyc	AFC001139	C(C1C(C(C(O1)N=C(CNC=O)N)O)O)OP(=O)(O)O
4-O-beta-D-glucosyl-4-coumaric acid		p-coumaric acid glucoside 1	14364-05-7	C04415	HMDB0039509	9840292	83032	FDB021351	no entry found			PMID_32538082	AFC001140	C1=CC(=CC=C1C=CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O
sophoradiol		olean-12-ene-3beta,22beta-diol	6822-47-5	C19733	no entry found	9846221	62458	no entry found	no entry found			CuCyc	AFC001141	CC1(CC2C3=CCC4C5(CCC(C(C5CCC4(C3(CCC2(C(C1)O)C)C)C)(C)C)O)C)C
nicotianamine			34441-14-0	C05324	no entry found	9882882	25520	FDB004236	no entry found			CuCyc	AFC001142	C1CN(C1C(=O)O)CCC(C(=O)O)NCCC(C(=O)O)N
cholest-5-en-3-one			601-54-7	no entry found	no entry found	9908107	63906	no entry found	LMST01010248			CuCyc	AFC001143	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(=O)C4)C)C
15-cis-phytoene			13920-14-4	C05421	HMDB0039093	9963391	27787	FDB030266	LMPR01070255			CuCyc	AFC001144	CC(=CCCC(=CCCC(=CCCC(=CC=CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C)C
glehlinoside C				no entry found	no entry found	10007781	no entry found	no entry found	no entry found			"Abu-Reidah et al 2013;PMID_32538082"	AFC001145	COC1=C(C=CC(=C1)C=CC(=O)O)OC(CO)C(C2=CC(=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)OC)O
(S)-beta-bisabolene			495-61-4	C16775	HMDB0035992	10104370	49263	FDB015006	LMPR0103060013			CuCyc	AFC001146	CC1=CCC(CC1)C(=C)CCC=C(C)C
L-gulopyranose		L-gulose	6027-89-0	C15923	HMDB0012326	10130220	37704	FDB028945	no entry found			CuCyc	AFC001147	C(C1C(C(C(C(O1)O)O)O)O)O
4-O-feruloyl-D-quinic acid		O-feruloylquinate		no entry found	HMDB0240453	10177048	18013	FDB000248	no entry found			CuCyc	AFC001148	COC1=C(C=CC(=C1)C=CC(=O)OC2C(CC(CC2O)(C(=O)O)O)O)O
(2S,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one		(S)-DHMF	406681-75-2	no entry found	no entry found	10240835	no entry found	no entry found	no entry found			CuCyc	AFC001149	CC1(C(=O)C(CO1)O)O
petivericin		benzylsulfinylsulfanylmethylbenzene	16302-98-0	no entry found	no entry found	10244468	no entry found	no entry found	no entry found			CuCyc	AFC001150	C1=CC=C(C=C1)CSS(=O)CC2=CC=CC=C2
lipid IVA				C04919	no entry found	10329124	29056	FDB030982	LMSL01040001	C68H130N2O23P2	1405.7	CuCyc	AFC001151	CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)COC2C(C(C(C(O2)CO)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O
strictosamide			23141-25-5	C16724	no entry found	10345799	80684	no entry found	no entry found	C26H30N2O8	498.5	CuCyc	AFC001152	C=CC1C2CC3C4=C(CCN3C(=O)C2=COC1OC5C(C(C(C(O5)CO)O)O)O)C6=CC=CC=C6N4
D-galactosylononitol		4-O-methylgalactinol	75589-40-1	no entry found	HMDB0033558	10713243	133412	FDB011625	no entry found			CuCyc	AFC001153	COC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O
gibberellin A13		GA13		no entry found	no entry found	10883375	72598	FDB013661	no entry found			CuCyc	AFC001154	CC1(C(CCC2(C1C(C34C2CCC(C3)C(=C)C4)C(=O)O)C(=O)O)O)C(=O)O
5-dehydroepisterol			23582-83-4	C15780	HMDB0006848	10894570	52972	FDB024117	LMST01030135			CuCyc	AFC001155	CC(C)C(=C)CCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C
prolycopene		"neolycopene;poly-cis-lycopene"	2361-24-2	C15858	HMDB0035776	10918539	62466	FDB014522	no entry found			"CuCyc;phytochem.nal.usda;PMID_31263475;PMID_32679913;COCONUT"	AFC001156	CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C
phosphoribosyl-ATP			1110-99-2	C02739	HMDB0003665	11050836	73200	FDB023212	no entry found			CuCyc	AFC001157	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=CN(C2=N)C4C(C(C(O4)COP(=O)(O)O)O)O
(6E)-8-oxogeranial				C17622	no entry found	11073781	64239	no entry found	no entry found			CuCyc	AFC001158	CC(=CC=O)CCC=C(C)C=O
(-)-cuparene				no entry found	no entry found	11084908	no entry found	FDB005922	no entry found			CuCyc	AFC001159	CC1=CC=C(C=C1)C2(CCCC2(C)C)C
5,7,22,24(28)-ergostatetraenol				C05440	no entry found	11090531	18249	no entry found	LMST01031015			CuCyc	AFC001160	CC(C)C(=C)C=CC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C
alpha-zingiberene			495-60-3	C09750	HMDB0036164	92776	10115	FDB015017	LMPR0103060002			CuCyc	AFC001161	CC1=CCC(C=C1)C(C)CCC=C(C)C
4,5-dihydroxy-2,3-pentanedione				C11838	no entry found	11170991	29484	no entry found	no entry found			CuCyc	AFC001162	CC(=O)C(=O)C(CO)O
(+)-thujopsene			470-40-6	C20724	no entry found	11401461	61737	FDB005932	no entry found			CuCyc	AFC001163	CC1=CCC2(CCCC(C23C1C3)(C)C)C
(6E)-8-oxogeraniol				C20223	no entry found	11412603	64236	no entry found	LMFA06000130			CuCyc	AFC001164	CC(=CCO)CCC=C(C)C=O
9-ribosyl-trans-zeatin 5'-monophosphate		trans-zeatin riboside monophosphate		C16430	no entry found	11561034	71719	FDB031216	no entry found			CuCyc	AFC001165	CC(=CCNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)CO
chlorophyll b			519-62-0	C05307	HMDB0031146	11593175	27888	FDB003158	no entry found	C55H70MgN4O6	907.5	CuCyc	AFC001166	CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C(C4=O)C(=O)OC)C)C=O.[Mg+2]
galactinol			3687-64-7	C01235	HMDB0005826	11727586	17505	FDB001147	no entry found			"CuCyc;PMID_20566864"	AFC001167	C(C1C(C(C(C(O1)OC2C(C(C(C(C2O)O)O)O)O)O)O)O)O
(E,Z)-2,4-heptadienal		hepta-trans-2-cis-4-dien-1-al	04/02/4313	no entry found	HMDB0061891	11788274	no entry found	FDB008347	LMFA06000126			phytochem.nal.usda	AFC001168	CCC=CC=CC=O
L-methionine-(R)-S-oxide		(2S)-2-azaniumyl-4-[(R)-methylsulfinyl]butanoate		no entry found	HMDB0002005	11862103	58773	FDB022789	no entry found			CuCyc	AFC001169	CS(=O)CCC(C(=O)[O-])[NH3+]
L-methionine-(S)-S-oxide		(2S)-2-azaniumyl-4-[(S)-methylsulfinyl]butanoate		no entry found	HMDB0002005	11869257	58772	FDB022789	no entry found			CuCyc	AFC001170	CS(=O)CCC(C(=O)[O-])[NH3+]
isomultiflorenol			24462-48-4	C19801	HMDB0036758	11876210	62262	FDB015698	no entry found			"PMID_8463793;Cho et al 1993"	AFC001171	CC1(CCC2(CCC3(C4=C(CCC3(C2C1)C)C5(CCC(C(C5CC4)(C)C)O)C)C)C)C
alpha-D-glucuronate			03/12/6556	C00191	no entry found	11882235	42717	no entry found	no entry found			CuCyc	AFC001172	C1(C(C(OC(C1O)O)C(=O)[O-])O)O
alpha-D-galacturonate		"pectate;pectic acid"	685-73-4	C00333	HMDB0002545	11883891	68837	FDB001161	no entry found			CuCyc	AFC001173	C1(C(C(OC(C1O)O)C(=O)[O-])O)O
picroside II		vanilloyl catalpol (picroside) II	39012-20-9	no entry found	no entry found	11944602	no entry found	no entry found	no entry found			"Abu-Reidah et al 2013;PMID_32538082"	AFC001174	COC1=C(C=CC(=C1)C(=O)OC2C3C=COC(C3C4(C2O4)CO)OC5C(C(C(C(O5)CO)O)O)O)O
3-hexaprenyl-4-hydroxybenzoate			65848-03-5	C13425	HMDB0006816	11954011	31116	FDB030426	LMPR02010045			CuCyc	AFC001175	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C=CC(=C1)C(=O)O)O)C)C)C)C)C)C
precorrin-1				C15527	no entry found	11954200	52469	FDB031127	no entry found			CuCyc	AFC001176	CC1(C(C2=NC1=CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(C2)N5)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O
ent-kaurene			562-28-7	C06090	HMDB0035394	11966109	15415	FDB030848	LMPR0104130002			CuCyc	AFC001177	CC1(CCCC2(C1CCC34C2CCC(C3)C(=C)C4)C)C
2-trans-dodecenoyl-CoA				C03221	HMDB0003712	11966110	15471	FDB023218	LMFA07050176			CuCyc	AFC001178	CCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
sinapoyl-CoA			54429-80-0	C00411	no entry found	11966120	15540	FDB031176	LMFA07050368			CuCyc	AFC001179	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC(=C(C(=C4)OC)O)OC)O
myristoyl-CoA		tetradecanoyl-CoA	3130-72-1	C02593	HMDB0001521	11966124	15532	FDB002670	LMFA07050352			CuCyc	AFC001180	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
caffeoyl-CoA			53034-79-0	C00323	no entry found	11966126	15518	FDB030708	LMFA07050293			CuCyc	AFC001181	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC(=C(C=C4)O)O)O
feruloyl-CoA		trans-feruloyl-CoA		C00406	no entry found	11966129	15511	FDB030861	LMFA07050392			CuCyc	AFC001182	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC(=C(C=C4)O)OC)O
2-hydroxyphytanoyl-CoA				C07343	HMDB0001295	441263	15475	FDB022539	LMFA07050185			CuCyc	AFC001183	CC(C)CCCC(C)CCCC(C)CCCC(C)C(C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O
(R)-3-hydroxybutanoyl-CoA			21804-29-5	C03561	HMDB0001166	11966146	15452	FDB022460	LMFA07050148			CuCyc	AFC001184	CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O
UDP-L-rhamnose			1955-26-6	C02199	HMDB0012305	11966154	17454	FDB028928	no entry found			CuCyc	AFC001185	CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O
